,username,timestamp,location,following,followers,totaltweets,retweetcount,text,hashtags
67,officialrohitsk,2021-01-13 19:49:17,"Kolkata, India",449,81,3441,3,"Fierce fire near Sharda temple Baghbazar.
@BJYMinWB @KhanSaumitra https://t.co/JoP3uNbDOx",[]
68,Jaidipta,2021-01-13 19:04:47,"Wisconsin, USA",3340,333,14853,3,"Fierce fire near Sharda temple Baghbazar.
@BJYMinWB @KhanSaumitra https://t.co/JoP3uNbDOx",[]
69,Android_dev_me,2021-01-13 18:57:43,,68,6,105,2,"RAF deployed at #Baghbazar. 

Angry locals say the fire engines reached late. Fire still not under control. Media has also been attacked by the locals at the spot. 

Fire Minister currently in Gangasagar taking stock of the preparations of the pilgrimage. https://t.co/lA7ML4dTyA",['Baghbazar']
70,SinghMediaKw,2021-01-13 18:57:30,"Mohali, India",104,52,1124,0,"Massive Fire Breaks Out at Kolkata's Baghbazar Area, 25 Fire Tenders Rush to Spot
#Kolkata #fire https://t.co/8Le9WCOn4q","['Kolkata', 'fire']"
71,BhartiyaBharti2,2021-01-13 18:51:04,India,615,688,31085,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
72,dey_rivu,2021-01-13 18:34:24,,668,90,2622,3,Fire under control. #TMC MP Sudip Bandhopadhyay &amp; Minister Firhad Hakim at the spot. 800 families affected due to the blaze in #Baghbazar today. https://t.co/09l8JLWnzj,['TMC']
73,BJYMInNK,2021-01-13 18:31:26,"Kolkata, India",499,683,1799,3,"Fierce fire near Sharda temple Baghbazar.
@BJYMinWB @KhanSaumitra https://t.co/JoP3uNbDOx",[]
74,SPatel_Indian,2021-01-13 18:30:23,India,8172,8780,91753,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
75,pathak0908,2021-01-13 18:25:27,,283,78,25218,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
76,Chichore8,2021-01-13 18:23:35,Bil kul risk nahi lene ka ,138,3,1682,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
77,samirro01733571,2021-01-13 18:16:11,,108,11,457,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
78,Arunkannan27,2021-01-13 18:12:29,"Kerala, India",1018,636,106483,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
79,beingvick,2021-01-13 18:12:09,"Jamshedpur, India",1981,365,156695,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
80,ImranAli845,2021-01-13 17:52:44,"Uttar Pradesh, India",1223,1787,33283,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
81,BmaPachuau2,2021-01-13 17:49:15,"Buarpui , Mizoram",539,38,827,0,"Massive fire breaks out at Baghbazar, Kolkata https://t.co/xU9hAXmMjh",[]
82,ashishsingh0612,2021-01-13 17:48:43,"Skardu,India 🇮🇳",181,156,99241,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
83,me_dipsikha,2021-01-13 17:45:02,"Kolkata, India",385,1419,93192,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
84,KhaasAaadmi,2021-01-13 17:41:58,India,931,153,18894,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
85,_XRiaX_,2021-01-13 17:41:40,"Kolkata, India",102,1827,39626,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
86,NewsWestBengal,2021-01-13 17:39:23,"Kolkota, West Bengal",2,1512,45506,0,"Kolkata: Fire breaks out in Baghbazar area, no casualties reported - https://t.co/d3AmAv06ea https://t.co/ZxRh3PHY6C #WestBengal",['WestBengal']
87,cornucopiamedia,2021-01-13 17:37:15,India,1,401,6440,0,"Massive Fire At Kolkata's Baghbazar, 25 Fire Engines At The Spot  https://t.co/s4zXzrqbna via @GoogleNews",[]
88,cornucopiamedia,2021-01-13 17:37:09,India,1,401,6440,0,"Massive Fire At Kolkata's Baghbazar, 25 Fire Engines At The Spot https://t.co/s4zXzrqbna via @GoogleNews",[]
89,Bhushan99093387,2021-01-13 17:36:06,,460,877,110529,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
90,anjleenamacwan,2021-01-13 17:35:14,"Ahmedabad, India ",491,2796,3375,8,"Massive Fire At #Kolkata’s #Baghbazar, fire tenders at the spot. https://t.co/BnFyA7pbpv","['Kolkata', 'Baghbazar']"
91,MalayGiri10,2021-01-13 17:27:56,,69,92,7164,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
92,ArunShivhare100,2021-01-13 17:18:51,DELHI,1980,101,31795,3,Fire under control. #TMC MP Sudip Bandhopadhyay &amp; Minister Firhad Hakim at the spot. 800 families affected due to the blaze in #Baghbazar today. https://t.co/09l8JLWnzj,['TMC']
93,wpwebexpert,2021-01-13 17:18:34,"Noida, India",205,103,12899,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
94,jiigneshh,2021-01-13 17:18:06, India,5001,1074,150033,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
95,Emily_Sawkmie,2021-01-13 17:17:56,,1570,1646,45034,7,"Massive Fire At Kolkata's #Baghbazar, 20 Fire Engines At The Spot https://t.co/hikBHKCujM https://t.co/klbGPYOilU",['Baghbazar']
96,SreyashiDey,2021-01-13 17:17:31,"Kolkata, India",538,5905,10595,3,Fire under control. #TMC MP Sudip Bandhopadhyay &amp; Minister Firhad Hakim at the spot. 800 families affected due to the blaze in #Baghbazar today. https://t.co/09l8JLWnzj,"['TMC', 'Baghbazar']"
97,VipinGu84249050,2021-01-13 17:14:28,India,687,373,19631,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
98,ramug0137,2021-01-13 17:12:19,,1015,268,22624,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
99,rahulrawatrrr,2021-01-13 17:12:12,Gurgaon Haryana,80,37,5954,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
100,tanmoychak,2021-01-13 17:11:59,New Delhi,51,1234,6016,0,@MamataOfficial Watching the devastating scenes on TV now of the Baghbazar Slum fire outbreak ! In the last 10 years how many slum redevelopment initiatives have been undertaken to deslummify Calcutta ? Shame on KMC to have been sitting and doing nothing to de-slummify Calcutta !,[]
101,AnirbanThisSide,2021-01-13 17:11:57,,15,22,532,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
102,MehraInc,2021-01-13 17:11:54,Kashipur Uttrakhand,5752,5590,22932,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
103,Kanhaiyaaagrawa,2021-01-13 17:11:53,Bharat,473,42,1168,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
104,Jeetparam1986,2021-01-13 17:10:47,India,1060,1930,133047,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
105,AMITAVA98589931,2021-01-13 17:09:20,,91,38,2277,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
106,BJP4NARAYANGARH,2021-01-13 17:09:06,"Narayangarh, India",60,211,2399,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
107,ManabMatiya,2021-01-13 17:09:05,"Narayangarh, India",142,1170,20500,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
108,bhindan1,2021-01-13 17:07:30,,337,317,82975,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
109,riteshverma149,2021-01-13 17:07:08,"Raipur, India",519,879,26133,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
110,YTHISNEWS,2021-01-13 17:06:37,"Hyderabad, India",72,229,27117,0,"Big news has come from #Baghbazar of #Kolkatta where a massive #fire took over the area today evening. At present, 25 #fire_engines have reached the spot and are keeping no stone unturned in trying to blow out the #fire, which is raging with all its might.
https://t.co/T0o2gJYVHO","['Baghbazar', 'Kolkatta', 'fire', 'fire_engines', 'fire']"
111,HariganeshHindu,2021-01-13 17:06:19,India,1155,923,20941,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
112,Rajput_Ramesh,2021-01-13 17:06:04,Mumbai,11774,94055,175540,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
113,SujitDa85196520,2021-01-13 17:03:13,,40,25,3863,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
114,__ILLUMINATED,2021-01-13 17:01:25,Parallel Universe,60,829,66870,0,"this fire in baghbazar, they are saying that it spread due to gas cylinder explosions , &amp; there were about 9 or 10 such explosions , but one footage showed a mushroom cloud",[]
115,Dhananj35423866,2021-01-13 17:00:38,"West Bengal, India",107,136,1083,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
116,irakeshbose,2021-01-13 17:00:16,"Sheoraphuli,West Bengal, India",2775,5872,77626,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
117,md9250gmailcom1,2021-01-13 16:58:25,"Bengaluru, India",236,347,55884,3,"A fire broke out at a colony in #Baghbazar area of Kolkata on Wednesday. As many as 25 fire tenders were rushed to the spot. There are no reports yet on any casualties.
Catch more here: https://t.co/CmDtl3HS8w https://t.co/AKEcwTGMzb",['Baghbazar']
118,AbhishekPyne15,2021-01-13 16:58:04,"Kolkata, India",702,40,498,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
119,nowabhijit1,2021-01-13 16:52:40,"Dubrajpur, India",117,10,1853,4,Terrible scenes from Baghbazar area in Kolkata streaming on TV. Huge fire. 105 slum homes reduced to ashes. Wind making it worse. One and a half hours now and it's still raging in that lane.,[]
120,Koustab_Halder,2021-01-13 16:50:52,"Kolkata, India",1342,69,10083,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
121,KalidasuGirid,2021-01-13 16:48:00,,484,68,32366,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
122,Koustab_Halder,2021-01-13 16:47:16,"Kolkata, India",1342,69,10083,10,"#Update | A massive fire broke out in Kolkata's #Baghbazar area this evening. 20 fire engines are at the spot trying to bring the fire under control which broke out at a slum in the area. No one has been injured yet 

Read here: https://t.co/hikBHKCujM https://t.co/BhKiOXLcqL","['Update', 'Baghbazar']"
123,Koustab_Halder,2021-01-13 16:47:07,"Kolkata, India",1342,69,10083,4,"Massive fire in #Kolkata's Baghbazar area, 20 fire tenders rushed to the spot @NewsMobileIndia https://t.co/sxaLtKez5u",['Kolkata']
124,hare_krishna16,2021-01-13 16:45:39,kolkata,453,85,16952,0,"@amitmalviya Do u know there was a fire at baghbazar area , where Covid vaccine is kept for distribution",[]
125,Golden_Seagul,2021-01-13 16:44:22,India,249,1276,327647,3,"A fire broke out at a colony in #Baghbazar area of Kolkata on Wednesday. As many as 25 fire tenders were rushed to the spot. There are no reports yet on any casualties.
Catch more here: https://t.co/CmDtl3HS8w https://t.co/AKEcwTGMzb",['Baghbazar']
126,YesTripathi1998,2021-01-13 16:44:16,India,720,497,12947,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
127,MODIfied_ankit,2021-01-13 16:44:06,Lucknow 🔁 Mirzapur,1065,5949,24307,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
128,TheQuint,2021-01-13 16:41:34,,309,613145,351427,3,"A fire broke out at a colony in #Baghbazar area of Kolkata on Wednesday. As many as 25 fire tenders were rushed to the spot. There are no reports yet on any casualties.
Catch more here: https://t.co/CmDtl3HS8w https://t.co/AKEcwTGMzb",['Baghbazar']
129,assamtribuneoff,2021-01-13 16:39:50,Guwahati,53,590,2041,1,"A massive fire broke out today in Kolkata's Baghbazar as several shanties were gutted in the fire following multiple cylinder blasts. 25 fires tenders were rushed to the spot and firefighters are trying to douse the flames.

#TheAssamTribune #BaghbazarFire

@KolkataPolice https://t.co/gIOdPnhl0k","['TheAssamTribune', 'BaghbazarFire']"
130,BewafaSonam4,2021-01-13 16:39:01,,396,343,596,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
131,springjimine,2021-01-13 16:38:39,btw i’m Mr. Queen obsessed rn,52,25,661,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
132,Koustab_Halder,2021-01-13 16:37:34,"Kolkata, India",1342,69,10083,2,"#WestBengal: Fire breaks out near Baghbazar's slum area of Kolkata, eight fire tenders present at the spot. https://t.co/OpVFEiSn27",['WestBengal']
133,Koustab_Halder,2021-01-13 16:37:25,"Kolkata, India",1342,69,10083,1,"Fire breaks out at Baghbazar area or Kolkata,20 fire engines on spot,shanties https://t.co/Niz3VkAJlk one injured as per initial reports. https://t.co/KRbFucueOw",[]
134,Koustab_Halder,2021-01-13 16:37:17,"Kolkata, India",1342,69,10083,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
135,Koustab_Halder,2021-01-13 16:36:51,"Kolkata, India",1342,69,10083,2,*Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire.* https://t.co/Q0R7CdOtsi,[]
136,Koustab_Halder,2021-01-13 16:34:46,"Kolkata, India",1342,69,10083,0,"Massive fire at Kolkata's Baghbazar.

🙏 #Baghbazar #Kolkata https://t.co/Cr9MFarCAc","['Baghbazar', 'Kolkata']"
137,Predesai,2021-01-13 16:34:44,"Mumbai, Maharashtra",5001,1141,86897,4,Terrible scenes from Baghbazar area in Kolkata streaming on TV. Huge fire. 105 slum homes reduced to ashes. Wind making it worse. One and a half hours now and it's still raging in that lane.,[]
138,meenabhatia,2021-01-13 16:32:40,Bangalore,1187,1633,66055,0,Hope no casualties https://t.co/GJDcHO05cn,[]
139,patnaikjonty,2021-01-13 16:31:21,KOLKATA,2975,367,1104,2,"Massive fire at Kolkata's Baghbazar.

🙏 #Baghbazar #Kolkata https://t.co/cfuJnaUYMA","['Baghbazar', 'Kolkata']"
140,birati_mariners,2021-01-13 16:30:41,Birati,216,132,511,2,"Massive fire at Kolkata's Baghbazar.

🙏 #Baghbazar #Kolkata https://t.co/cfuJnaUYMA","['Baghbazar', 'Kolkata']"
141,NKAgarwal1234,2021-01-13 16:29:52,Kolkata & Howrah,4998,1019,48621,2,*Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire.* https://t.co/Q0R7CdOtsi,[]
142,NKAgarwal1234,2021-01-13 16:28:47,Kolkata & Howrah,4998,1019,48621,2,*Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire.* https://t.co/Q0R7CdOtsi,[]
143,NKAgarwal1234,2021-01-13 16:28:44,Kolkata & Howrah,4998,1019,48621,1,*Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire.* https://t.co/RUuUSsXkWY,[]
144,Iamzareen_,2021-01-13 16:28:17,"नई दिल्ली, भारत",898,4271,382,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
145,ArkCmdr,2021-01-13 16:28:04,,2406,1938,93879,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
146,AmitSha81107164,2021-01-13 16:28:00,भारत,99,1137,43436,3,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.
.
.
.
#Kolkata #Calcutta #Baghbazar
#Bagbazar #Fire #FireInKolkata https://t.co/H8i4M15tM8",[]
147,NKAgarwal1234,2021-01-13 16:26:23,Kolkata & Howrah,4998,1019,48621,1,*Massive fire breaks out at a colony in Kolkata’s Baghbazar area. As many as 10 fire tenders are currently working at spot to douse the fire.* https://t.co/RUuUSsXkWY,[]
148,dhirajtak08,2021-01-13 16:25:20,,53,132,6934,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
149,dhirajtak08,2021-01-13 16:23:42,,53,132,6934,18,"West Bengal: Fire breaks out at a colony in Baghbazar area of Kolkata, eight fire tenders present at the spot

More details awaited",[]
150,shamim933,2021-01-13 16:22:55,Kolkata,56,714,26764,3,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.
.
.
.
#Kolkata #Calcutta #Baghbazar
#Bagbazar #Fire #FireInKolkata https://t.co/H8i4M15tM8",[]
151,NUCLEARCRISIS19,2021-01-13 16:21:42,ROHTAK - HARYANA  - INDIA ,534,21,8631,5,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)

#WestBengal","['Fire', 'Kolkata']"
152,bratbong,2021-01-13 16:21:09,Darjeeling ke bagal me,638,86,3880,4,Terrible scenes from Baghbazar area in Kolkata streaming on TV. Huge fire. 105 slum homes reduced to ashes. Wind making it worse. One and a half hours now and it's still raging in that lane.,[]
153,GAURAVKUMAR9935,2021-01-13 16:19:45,"लखनऊ, भारत",1172,1099,3903,0,"#WestBengal : Fire breaks out at a colony in Baghbazar area of Kolkata , eight fire tenders present at the spot https://t.co/eDP7bwd69l",['WestBengal']
154,newsalert24x7,2021-01-13 16:16:35,India,2,116,1902,0,"Massive Fire breaks out at #Kolkata's Baghbazar area; 24 fire tenders on spot.

#NewsAlert https://t.co/0vXy6ooM6j","['Kolkata', 'NewsAlert']"
155,Ajeet_Mishra_,2021-01-13 16:13:38,Mumbai,0,203,1289,0,"Fire breaks out at Kolkata’s Baghbazar, cylinders explode; 20 hearth tenders rushed https://t.co/VlvM1N6zym",[]
156,msajid810,2021-01-13 16:12:08,"Delhi, India",750,415,13007,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
157,Koustab_Halder,2021-01-13 16:10:37,"Kolkata, India",1342,69,10083,1,"Fire at Baghbazar where fighters are trying to control the situation. A fireman is injured. 
#KolkataFire https://t.co/zDAs8eBEnR",['KolkataFire']
158,INCMohitJain,2021-01-13 16:06:18,"Madhya Pradesh, India",3228,18820,168458,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
159,SANGBADPRABHAK2,2021-01-13 16:01:31,Naihati,983,36,1865,0,"Massive fire in Central Kolkata's Baghbazar. 24 fire tenders at spot to fight Bagbazar blaze, fire has spread to the Sarada Mayer Bari but all monks evacuated. Roads Blocked:- Girish Park to CR Avenue. https://t.co/kaGMgzfkpN",[]
160,Rakesh25182,2021-01-13 16:00:29,"Dadu Majra Colony, Chandigarh",8675,10691,507372,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
161,SalehBinOsmanA1,2021-01-13 15:58:47,"Hyderabad, India",36,12,180,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
162,sirRobinhoodJR,2021-01-13 15:58:25,,45,15,286,4,"Massive fire guts houses in Kolkata’s Baghbazar area 
https://t.co/zsgvZNhwgr 
#Kolkata https://t.co/7KMBGcvrWx",['Kolkata']
163,jollymampilly,2021-01-13 15:57:17,"India, Kerala.",2296,1516,45685,0,"Massive Fire At Kolkata's Baghbazar, 25 Fire Engines At The Spot - NDTV https://t.co/iKa1xp9U08",[]
164,netamakerIndia,2021-01-13 15:57:04,USA,105,66,45767,0,"Fire breaks out in Kolkata's Baghbazar, no casualties; five fire tenders deployed https://t.co/5vrMcAXOv2",[]
165,iamharshpansari,2021-01-13 15:54:42,India,435,1103,18771,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
166,binaniyash4,2021-01-13 15:54:25,"Kolkata, India",898,3054,46314,37,"Prayers for Baghbazar , Kolkata . Slum people .
Multiple cylinder blasts reported in the slums opposite Baghbazar women College. https://t.co/iN9Zmn5VhW",[]
167,TOIKolkata,2021-01-13 15:53:23,"Kolkata, India",31,5887,42193,1,"Fire at Baghbazar where fighters are trying to control the situation. A fireman is injured. 
#KolkataFire https://t.co/zDAs8eBEnR",['KolkataFire']
168,15sumanagupta,2021-01-13 15:53:13,India,79,93,19096,28,"Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot https://t.co/Gcc2l8d3gl https://t.co/2pZ4fuhnLt",[]
169,sushil_jhabak,2021-01-13 15:53:07,,65,32,100,0,"Fire breaks out at Kolkata's Baghbazar, cylinders explode; 20 fire tenders rushed  | via @indiatvnews https://t.co/PuB0zDMDAj",[]
170,sushil_jhabak,2021-01-13 15:52:53,,65,32,100,0,"Massive Fire At Kolkata's Baghbazar, 25 Fire Engines At The Spot - NDTV https://t.co/wsmckNNmzx",[]
171,YeBhiThikHaii,2021-01-13 15:51:28,,1042,206,42125,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
172,reshmi_delhi,2021-01-13 15:51:23,On earth.,464,542,39035,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
173,soumya14484,2021-01-13 15:51:22,"Kolkata, India",31,52,707,9,"Massive fire breaks out at Kolkata's Baghbazar area, 20 fire engines present at spot

#Kolkata #WestBengal #Baghbazar https://t.co/dvlWTRrAO1","['Kolkata', 'WestBengal', 'Baghbazar']"
174,MeghaKejriwal19,2021-01-13 15:50:55,"Kolkata, India",273,121,3004,13,"Major fire at a slum in north Kolkata's Baghbazar, several shanties gutted, 20 fire tenders at spot https://t.co/oB1PcZbKkP",[]
175,MohamedJawsy,2021-01-13 15:49:28,"Doha, Qatar",325,26,1616,4,"Massive fire guts houses in Kolkata’s Baghbazar area 
https://t.co/zsgvZNhwgr 
#Kolkata https://t.co/7KMBGcvrWx",['Kolkata']
176,imChikku_,2021-01-13 15:49:04,India,3247,5999,121778,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
177,NikkuYadavJi,2021-01-13 15:48:25,"Uttar Pradesh, Bihar, India",10381,19120,101179,22,"Massive fire in Central Kolkata's Baghbazar.
15 fire engines at the venue.
Blasts reported opposite Baghbazar Women College.
Roads Blocked:- Girish Park to CR Avenue.

#Bagbazar https://t.co/R6pZx84Y1v",[]
178,Koustab_Halder,2021-01-13 15:48:00,"Kolkata, India",1342,69,10083,1,"#Kolkata: Fire breaks out at Baghbazar area, 10 fire tenders present at the spot. (ANI) https://t.co/5MZRosftTp",['Kolkata']
179,trendingindia,2021-01-13 15:47:04,India,201,1218,4754,0,"Fire breaks out in Kolkata Baghbazar, no casualties reported. Fire engines at the location.
#Breaking #Kolkata","['Breaking', 'Kolkata']"
180,Koustab_Halder,2021-01-13 15:46:58,"Kolkata, India",1342,69,10083,5,"#Fire breaks out at a colony in Baghbazar area of #Kolkata, 8 fire tenders present at the spot. More details awaited (ANI)

#WestBengal","['Fire', 'Kolkata']"
